date,authortitle,url,event,author,title,thumb_url,description,published_date,tags,neat_name
Sep 2010,Ben Cameron: Why the live arts matter,https://download.ted.com/talks/BenCameron_2010X-480p.mp4?apikey=TEDDOWNLOAD,TEDxYYC,Ben Cameron,Why the live arts matter,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/197744_800x600.jpg,,,,ben_cameron_why_the_live_arts_matter
Sep 2010,Carne Ross: An independent diplomat,https://download.ted.com/talks/CarneRoss_2009P-480p.mp4?apikey=TEDDOWNLOAD,Business Innovation Factory,Carne Ross,An independent diplomat,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/197439_800x600.jpg,,,,carne_ross_an_independent_diplomat
Sep 2010,Alwar Balasubramaniam: Art of substance and absence,https://download.ted.com/talks/AlwarBalasubramaniam_2009I-480p.mp4?apikey=TEDDOWNLOAD,TEDIndia 2009,Alwar Balasubramaniam,Art of substance and absence,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/197283_800x600.jpg,,,,alwar_balasubramaniam_art_of_substance_and_absence
Sep 2010,Sugata Mitra: The child-driven education,https://download.ted.com/talks/SugataMitra_2010G-480p.mp4?apikey=TEDDOWNLOAD,TEDGlobal 2010,Sugata Mitra,The child-driven education,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/196087_800x600.jpg,,,,sugata_mitra_the_child_driven_education
Sep 2010,Rachel Sussman: The world's oldest living things,https://download.ted.com/talks/RachelSussman_2010G-480p.mp4?apikey=TEDDOWNLOAD,TEDGlobal 2010,Rachel Sussman,The world's oldest living things,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/195843_800x600.jpg,,,,rachel_sussman_the_world_s_oldest_living_things
Sep 2010,Derek Sivers: Keep your goals to yourself,https://download.ted.com/talks/DerekSivers_2010G-480p.mp4?apikey=TEDDOWNLOAD,TEDGlobal 2010,Derek Sivers,Keep your goals to yourself,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/195575_800x600.jpg,,,,derek_sivers_keep_your_goals_to_yourself
Sep 2010,His Holiness the Karmapa: The technology of the heart,https://download.ted.com/talks/HisHolinessTheKarmapa_2009I-480p.mp4?apikey=TEDDOWNLOAD,TEDIndia 2009,His Holiness the Karmapa,The technology of the heart,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/195248_800x600.jpg,,,,his_holiness_the_karmapa_the_technology_of_the_heart
Aug 2010,Johan Rockström: Let the environment guide our development,https://download.ted.com/talks/JohanRockstroem_2010G-480p.mp4?apikey=TEDDOWNLOAD,TEDGlobal 2010,Johan Rockström,Let the environment guide our development,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/195010_800x600.jpg,,,,johan_rockstr_m_let_the_environment_guide_our_development
Aug 2010,Nic Marks: The Happy Planet Index,https://download.ted.com/talks/NicMarks_2010G-480p.mp4?apikey=TEDDOWNLOAD,TEDGlobal 2010,Nic Marks,The Happy Planet Index,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/194325_800x600.jpg,,,,nic_marks_the_happy_planet_index
Aug 2010,Dan Cobley: What physics taught me about marketing,https://download.ted.com/talks/DanCobley_2010G-480p.mp4?apikey=TEDDOWNLOAD,TEDGlobal 2010,Dan Cobley,What physics taught me about marketing,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/194018_800x600.jpg,,,,dan_cobley_what_physics_taught_me_about_marketing
Aug 2010,Lisa Margonelli: The political chemistry of oil,https://download.ted.com/talks/LisaMargonelli_2010X-480p.mp4?apikey=TEDDOWNLOAD,TEDxOilSpill,Lisa Margonelli,The political chemistry of oil,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/193801_800x600.jpg,,,,lisa_margonelli_the_political_chemistry_of_oil
Aug 2010,Jim Toomey: Learning from Sherman the shark,https://download.ted.com/talks/JimToomey_2010Z-480p.mp4?apikey=TEDDOWNLOAD,Mission Blue Voyage,Jim Toomey,Learning from Sherman the shark,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/193573_800x600.jpg,,,,jim_toomey_learning_from_sherman_the_shark
Aug 2010,Lee Hotz: Inside an Antarctic time machine,https://download.ted.com/talks/LeeHotz_2010G-480p.mp4?apikey=TEDDOWNLOAD,TEDGlobal 2010,Lee Hotz,Inside an Antarctic time machine,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/193313_800x600.jpg,,,,lee_hotz_inside_an_antarctic_time_machine
Aug 2010,David McCandless: The beauty of data visualization,https://download.ted.com/talks/DavidMcCandless_2010G-480p.mp4?apikey=TEDDOWNLOAD,TEDGlobal 2010,David McCandless,The beauty of data visualization,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/192641_800x600.jpg,,,,david_mccandless_the_beauty_of_data_visualization
Aug 2010,Seth Priebatsch: The game layer on top of the world,https://download.ted.com/talks/SethPriebatsch_2010X-480p.mp4?apikey=TEDDOWNLOAD,TEDxBoston 2010,Seth Priebatsch,The game layer on top of the world,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/db7f713e0ddabb5c087b114ef3dd991247855bfe_1600x1200.jpg,,,,seth_priebatsch_the_game_layer_on_top_of_the_world
Aug 2010,Maz Jobrani: Did you hear the one about the Iranian-American?,https://download.ted.com/talks/MazJobrani_2010G-480p.mp4?apikey=TEDDOWNLOAD,TEDGlobal 2010,Maz Jobrani,Did you hear the one about the Iranian-American?,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/192133_800x600.jpg,,,,maz_jobrani_did_you_hear_the_one_about_the_iranian_american_
Aug 2010,Jamil Abu-Wardeh: The Axis of Evil Middle East Comedy Tour,https://download.ted.com/talks/JamilAbuWardeh_2010G-480p.mp4?apikey=TEDDOWNLOAD,TEDGlobal 2010,Jamil Abu-Wardeh,The Axis of Evil Middle East Comedy Tour,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/192130_800x600.jpg,,,,jamil_abu_wardeh_the_axis_of_evil_middle_east_comedy_tour
Aug 2010,"Peter Molyneux: Meet Milo, the virtual boy",https://download.ted.com/talks/PeterMolyneux_2010G-480p.mp4?apikey=TEDDOWNLOAD,TEDGlobal 2010,Peter Molyneux,"Meet Milo, the virtual boy",https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/191796_800x600.jpg,,,,peter_molyneux_meet_milo_the_virtual_boy
Aug 2010,Sheryl WuDunn: Our century's greatest injustice,https://download.ted.com/talks/SherylWuDunn_2010G-480p.mp4?apikey=TEDDOWNLOAD,TEDGlobal 2010,Sheryl WuDunn,Our century's greatest injustice,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/799b1fad36b7304a6e5a18984ca0bbdc2ef75028_1600x1200.jpg,,,,sheryl_wudunn_our_century_s_greatest_injustice
Aug 2010,Jason Clay: How big brands can help save biodiversity,https://download.ted.com/talks/JasonClay_2010G-480p.mp4?apikey=TEDDOWNLOAD,TEDGlobal 2010,Jason Clay,How big brands can help save biodiversity,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/187887_800x600.jpg,,,,jason_clay_how_big_brands_can_help_save_biodiversity
Jul 2010,Lewis Pugh: My mind-shifting Everest swim,https://download.ted.com/talks/LewisPugh_2010G-480p.mp4?apikey=TEDDOWNLOAD,TEDGlobal 2010,Lewis Pugh,My mind-shifting Everest swim,https://pi.tedcdn.com/r/pe.tedcdn.com/images/ted/187709_800x600.jpg,,,,lewis_pugh_my_mind_shifting_everest_swim
Feb 2019,Yossi Elran: Can you solve the prisoner boxes riddle?,https://download.ted.com/talks/YossiElran_PrisonerBoxesRiddle_2016E-480p.mp4?apikey=TEDDOWNLOAD,TED-Ed,Yossi Elran,Can you solve the prisoner boxes riddle?,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/685b1640-840e-4f0c-9753-39e8683e2373/13_prisonboxriddke+(1).jpg,,,,yossi_elran_can_you_solve_the_prisoner_boxes_riddle_
Sep 2016,Helen Fisher: Technology hasn't changed love. Here's why,https://download.ted.com/talks/HelenFisher_2016T-480p.mp4?apikey=TEDDOWNLOAD,TEDSummit,Helen Fisher,Technology hasn't changed love. Here's why,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/8e832f53-43da-4b23-93fe-2af94ddcb191/HelenFisher_2016T-embed.jpg,,,,helen_fisher_technology_hasn_t_changed_love_here_s_why
Sep 2016,Sam Harris: Can we build AI without losing control over it?,https://download.ted.com/talks/SamHarris_2016T-480p.mp4?apikey=TEDDOWNLOAD,TEDSummit,Sam Harris,Can we build AI without losing control over it?,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/51c9b741-275c-4ea0-bb9d-11b9aa8d1165/SamHarris_2016T-embed.jpg,,,,sam_harris_can_we_build_ai_without_losing_control_over_it_
Apr 2019,Roey Tzezana: Could human civilization spread across the whole galaxy?,https://download.ted.com/talks/RoeyTzezana_Civilzation_2016E-480p.mp4?apikey=TEDDOWNLOAD,TED-Ed,Roey Tzezana,Could human civilization spread across the whole galaxy?,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/be043108-908c-478b-b15d-08d60c576839/199_human_civilization.jpg,,,,roey_tzezana_could_human_civilization_spread_across_the_whole_galaxy_
Sep 2016,Oded Shoseyov: How we're harnessing nature's hidden superpowers,https://download.ted.com/talks/OdedShoseyov_2016S-480p.mp4?apikey=TEDDOWNLOAD,TED@BCG Paris,Oded Shoseyov,How we're harnessing nature's hidden superpowers,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/05cd673f-e98f-4147-8969-b572ce4ba1a8/OdedShoseyov_2016S-embed.jpg,,,,oded_shoseyov_how_we_re_harnessing_nature_s_hidden_superpowers
Sep 2016,Camille A. Brown: A visual history of social dance in 25 moves,https://download.ted.com/talks/CamilleBrown_2016V-480p.mp4?apikey=TEDDOWNLOAD,TED Studio,Camille A. Brown,A visual history of social dance in 25 moves,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/cd2816f6-03aa-4b2e-9666-35211480ee53/CamilleBrown_2016V-embed.jpg,,,,camille_a_brown_a_visual_history_of_social_dance_in_25_moves
Sep 2016,J.D. Vance: America's forgotten working class,https://download.ted.com/talks/JDVance_2016S-480p.mp4?apikey=TEDDOWNLOAD,TEDNYC,J.D. Vance,America's forgotten working class,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/3c8ac000-828f-41b0-8669-056dfe026e35/JDVance_2016S-embed.jpg,,,,j_d_vance_america_s_forgotten_working_class
Sep 2016,Rebecca MacKinnon: We can fight terror without sacrificing our rights,https://download.ted.com/talks/RebeccaMacKinnon_2016T-480p.mp4?apikey=TEDDOWNLOAD,TEDSummit,Rebecca MacKinnon,We can fight terror without sacrificing our rights,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/026de771-843b-4a52-800c-b47030f86a59/RebeccaMacKinnon_2016T-embed.jpg,,,,rebecca_mackinnon_we_can_fight_terror_without_sacrificing_our_rights
Sep 2016,Sebastian Kraves: The era of personal DNA testing is here,https://download.ted.com/talks/SebastianKraves_2016S-480p.mp4?apikey=TEDDOWNLOAD,TED@BCG Paris,Sebastian Kraves,The era of personal DNA testing is here,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/2d3cd8b4-b393-4642-bdc4-d4951688232a/SebastianKnaves_2016S-embed.jpg,,,,sebastian_kraves_the_era_of_personal_dna_testing_is_here
Sep 2016,Nadia Lopez: Why open a school? To close a prison,https://download.ted.com/talks/NadiaLopez_2015P-480p.mp4?apikey=TEDDOWNLOAD,TED Talks Live,Nadia Lopez,Why open a school? To close a prison,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/ed80260d-9a9a-4cd4-a2e4-705e74638eab/NadiaLopez_2015P-embed.jpg,,,,nadia_lopez_why_open_a_school_to_close_a_prison
Jan 2020,Camille Langston: How to use rhetoric to get what you want,https://download.ted.com/talks/CamilleLangston_Rhetoric_2016E-480p.mp4?apikey=TEDDOWNLOAD,TED-Ed,Camille Langston,How to use rhetoric to get what you want,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/73385b2c-5d0d-40ce-a9cd-7d86c851bf5e/1605_16_A_Rhetoric_16x9thumb_Textless_logo.jpg,,,,camille_langston_how_to_use_rhetoric_to_get_what_you_want
Sep 2016,David Burkus: Why you should know how much your coworkers get paid,https://download.ted.com/talks/DavidBurkus_2016X-480p.mp4?apikey=TEDDOWNLOAD,TEDxUniversityofNevada,David Burkus,Why you should know how much your coworkers get paid,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/0975d958-84c9-42f9-a019-297f839d6238/DavidBurkus_2016X-embed.jpg,,,,david_burkus_why_you_should_know_how_much_your_coworkers_get_paid
Apr 2019,NWHunter: How do contraceptives work?,https://download.ted.com/talks/NancyWalkerHunter_Contraceptives_2016E-480p.mp4?apikey=TEDDOWNLOAD,TED-Ed,NWHunter,How do contraceptives work?,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/a52fb594-0c2a-4f0b-aeb9-b8142fd752e1/176_contraceptives.jpg,,,,nwhunter_how_do_contraceptives_work_
Sep 2016,Eric Liu: There's no such thing as not voting,https://download.ted.com/talks/EricLiu_2016S-480p.mp4?apikey=TEDDOWNLOAD,TEDNYC,Eric Liu,There's no such thing as not voting,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/cebb3b64-496b-4f31-b6c0-35e741234615/EricLiu_2016S-embed.jpg,,,,eric_liu_there_s_no_such_thing_as_not_voting
Sep 2016,Abigail Marsh: Why some people are more altruistic than others,https://download.ted.com/talks/AbigailMarsh_2016T-480p.mp4?apikey=TEDDOWNLOAD,TEDSummit,Abigail Marsh,Why some people are more altruistic than others,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/9837be99-8ed0-46dc-bcf9-2e51eaf151f8/AbigailMarsh_2016T-embed.jpg,,,,abigail_marsh_why_some_people_are_more_altruistic_than_others
Sep 2016,Michael Murphy: Architecture that's built to heal,https://download.ted.com/talks/MichaelMurphy_2016-480p.mp4?apikey=TEDDOWNLOAD,TED2016,Michael Murphy,Architecture that's built to heal,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/44004afc-a36f-4ef8-bf8a-b7ba64170fc7/MichaelMurphy_2016-embed.jpg,,,,michael_murphy_architecture_that_s_built_to_heal
Sep 2016,Michael Shellenberger: How fear of nuclear power is hurting the environment,https://download.ted.com/talks/MichaelShellenberger_2016T-480p.mp4?apikey=TEDDOWNLOAD,TEDSummit,Michael Shellenberger,How fear of nuclear power is hurting the environment,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/4d334da6-8426-46f0-91d0-6761d9b672d8/MichaelShellenberger_2016T-embed.jpg,,,,michael_shellenberger_how_fear_of_nuclear_power_is_hurting_the_environment
Sep 2016,Julie Lythcott-Haims: How to raise successful kids -- without over-parenting,https://download.ted.com/talks/JulieLythcottHaims_2015P-480p.mp4?apikey=TEDDOWNLOAD,TED Talks Live,Julie Lythcott-Haims,How to raise successful kids -- without over-parenting,,,,,julie_lythcott_haims_how_to_raise_successful_kids_without_over_parenting
Sep 2016,Neha Narula: The future of money,https://download.ted.com/talks/NehaNarula_2016S-480p.mp4?apikey=TEDDOWNLOAD,TED@BCG Paris,Neha Narula,The future of money,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/1eea6d0b-513a-4d54-9b3c-871e612b8be5/NehaNarula_2016S-embed.jpg,,,,neha_narula_the_future_of_money
Sep 2016,Franz Freudenthal: A new way to heal hearts without surgery,https://download.ted.com/talks/FranzFreudenthal_2016-480p.mp4?apikey=TEDDOWNLOAD,TED2016,Franz Freudenthal,A new way to heal hearts without surgery,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/dc690fd2-9c64-424f-80ea-5a35d5d7871b/FranzFreudenthal_2016-embed.jpg,,,,franz_freudenthal_a_new_way_to_heal_hearts_without_surgery
Sep 2016,David Camarillo: Why helmets don't prevent concussions -- and what might,https://download.ted.com/talks/DavidCamarillo_2016X-480p.mp4?apikey=TEDDOWNLOAD,TEDxStanford,David Camarillo,Why helmets don't prevent concussions -- and what might,,,,,david_camarillo_why_helmets_don_t_prevent_concussions_and_what_might
Sep 2016,Courtney E. Martin: The new American Dream,https://download.ted.com/talks/CourtneyMartin_2016-480p.mp4?apikey=TEDDOWNLOAD,TED2016,Courtney E. Martin,The new American Dream,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/db992750-3eba-49a9-bcc7-ccbf4d3c8d89/CourtneyMartin_2016-embed.jpg,,,,courtney_e_martin_the_new_american_dream
Mar 2019,Krystian Aparta: One of the most difficult words to translate...,https://download.ted.com/talks/KrystianAparta_DifficultTranslate_2016E-480p.mp4?apikey=TEDDOWNLOAD,TED-Ed,Krystian Aparta,One of the most difficult words to translate...,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/aea716e6-b475-46b4-9921-7fae9fd107b5/134_translate.jpg,,,,krystian_aparta_one_of_the_most_difficult_words_to_translate_
Sep 2016,Sal Khan: Let's teach for mastery -- not test scores,https://download.ted.com/talks/SalmanKhan_2015P-480p.mp4?apikey=TEDDOWNLOAD,TED Talks Live,Sal Khan,Let's teach for mastery -- not test scores,,,,,sal_khan_let_s_teach_for_mastery_not_test_scores
Sep 2016,Jonathan Tepperman: The risky politics of progress,https://download.ted.com/talks/JonathanTepperman_2016T-480p.mp4?apikey=TEDDOWNLOAD,TEDSummit,Jonathan Tepperman,The risky politics of progress,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/b1fb74a2-96e6-4c78-923d-7361392665c0/JonathanTepperman_2016T-embed.jpg,,,,jonathan_tepperman_the_risky_politics_of_progress
Aug 2016,Kio Stark: Why you should talk to strangers,https://download.ted.com/talks/KioStark_2016-480p.mp4?apikey=TEDDOWNLOAD,TED2016,Kio Stark,Why you should talk to strangers,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/f148dfb0-2db2-4f24-937c-b19910764c84/KioStark_2016-embed.jpg,,,,kio_stark_why_you_should_talk_to_strangers
Aug 2016,Christopher Bell: Bring on the female superheroes!,https://download.ted.com/talks/ChristopherBell_2015X-480p.mp4?apikey=TEDDOWNLOAD,TEDxColoradoSprings,Christopher Bell,Bring on the female superheroes!,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/0ebb8879-13a3-4368-8a1a-0df90fc277ec/ChristopherBell_2015X-embed.jpg,,,,christopher_bell_bring_on_the_female_superheroes_
Apr 2019,Akshita Agarwal: The paradox of value,https://download.ted.com/talks/AkshitaAgarwal_ParadoxofValue_2016E-480p.mp4?apikey=TEDDOWNLOAD,TED-Ed,Akshita Agarwal,The paradox of value,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/4f3fe001-cd5e-492b-a5cb-027526165c6f/189_value.jpg,,,,akshita_agarwal_the_paradox_of_value
Aug 2016,Julia Bacha: How women wage conflict without violence,https://download.ted.com/talks/JuliaBacha_2016T-480p.mp4?apikey=TEDDOWNLOAD,TEDSummit,Julia Bacha,How women wage conflict without violence,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/2bda4b67-4195-43d0-af5a-610644cb6b11/JuliaBacha_2016T-embed.jpg,,,,julia_bacha_how_women_wage_conflict_without_violence
Aug 2016,Vanessa Ruiz: The spellbinding art of human anatomy,https://download.ted.com/talks/VanessaRuiz_2015P-480p.mp4?apikey=TEDDOWNLOAD,TEDMED 2015,Vanessa Ruiz,The spellbinding art of human anatomy,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/71f9204f-1a51-4cd3-98c4-00574f826b85/VanessaRuiz_2015P-embed.jpg,,,,vanessa_ruiz_the_spellbinding_art_of_human_anatomy
Aug 2016,Don Tapscott: How the blockchain is changing money and business,https://download.ted.com/talks/DonTapscott_2016T-480p.mp4?apikey=TEDDOWNLOAD,TEDSummit,Don Tapscott,How the blockchain is changing money and business,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/fa45ee23-5a84-413a-8d37-c7b73c092a08/DonTapscott_2016T-embed.jpg,,,,don_tapscott_how_the_blockchain_is_changing_money_and_business
Aug 2016,Laura Boushnak: The deadly legacy of cluster bombs,https://download.ted.com/talks/LauraBoushnak_2016T-480p.mp4?apikey=TEDDOWNLOAD,TEDSummit,Laura Boushnak,The deadly legacy of cluster bombs,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/78642267-689d-4c44-a931-68ffd68e37fc/LauraBoushnak_2016T-embed.jpg,,,,laura_boushnak_the_deadly_legacy_of_cluster_bombs
Aug 2016,Timothy Ihrig: What we can do to die well,https://download.ted.com/talks/TimothyIhrig_2013X-480p.mp4?apikey=TEDDOWNLOAD,TEDxDesMoines,Timothy Ihrig,What we can do to die well,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/355aa170-70f0-4ac3-b49c-19a5641fa484/TimothyIhrig_2013X-embed.jpg,,,,timothy_ihrig_what_we_can_do_to_die_well
Aug 2016,Olivier Scalabre: The next manufacturing revolution is here,https://download.ted.com/talks/OlivierScalabre_2016S-480p.mp4?apikey=TEDDOWNLOAD,TED@BCG Paris,Olivier Scalabre,The next manufacturing revolution is here,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/b0dd2ca9-2259-456c-84bc-4fcd01df0920/OlivierScalabre_2016S-embed.jpg,,,,olivier_scalabre_the_next_manufacturing_revolution_is_here
Feb 2016,Mary Bassett: Why your doctor should care about social justice,https://download.ted.com/talks/MaryBassett_2015P-480p.mp4?apikey=TEDDOWNLOAD,TEDMED 2015,Mary Bassett,Why your doctor should care about social justice,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/c4a3b337-2292-4725-853e-957e07c775ce/MaryBassett_2015P-embed.jpg,,,,mary_bassett_why_your_doctor_should_care_about_social_justice
Feb 2016,Audrey Choi: How to make a profit while making a difference,https://download.ted.com/talks/AudreyChoi_2015S-480p.mp4?apikey=TEDDOWNLOAD,TED@State Street Boston,Audrey Choi,How to make a profit while making a difference,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/ce61b6a5-1bc1-47bd-b12f-21332c08ede6/AudreyChoi_2015S-embed.jpg,,,,audrey_choi_how_to_make_a_profit_while_making_a_difference
Sep 2017,W. Keith Campbell: The psychology of narcissism,https://download.ted.com/talks/WKeithCampbell_Narcissism_2015E-480p.mp4?apikey=TEDDOWNLOAD,TED-Ed,W. Keith Campbell,The psychology of narcissism,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/0753129c-c692-40d1-9600-42bb21c225a4/1512_08_A_Campbell_Keith_Narcissism_16x9Thumb_textless_logo.jpg,,,,w_keith_campbell_the_psychology_of_narcissism
Feb 2016,Dalia Mogahed: What it's like to be Muslim in America,https://download.ted.com/talks/DaliaMogahed_2016-480p.mp4?apikey=TEDDOWNLOAD,TED2016,Dalia Mogahed,What it's like to be Muslim in America,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/a26e495e-d611-4468-a569-2b40122c3696/DaliaMogahed_2016-embed.jpg,,,,dalia_mogahed_what_it_s_like_to_be_muslim_in_america
Feb 2016,Al Gore: The case for optimism on climate change,https://download.ted.com/talks/AlGore_2016-480p.mp4?apikey=TEDDOWNLOAD,TED2016,Al Gore,The case for optimism on climate change,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/0a772ee8-e326-4b64-9747-638bdaf13f8b/AlGore_2016-embed.jpg,,,,al_gore_the_case_for_optimism_on_climate_change
